X,y
-10.0,-29.006571693977534
-9.797979797979798,-29.67046799628176
-9.595959595959595,-27.4925017116774
-9.393939393939394,-25.135758469002134
-9.191919191919192,-28.04406432520425
-8.98989898989899,-27.43797088359533
-8.787878787878787,-23.205210732621577
-8.585858585858587,-24.22270629926994
-8.383838383838384,-26.090463923385055
-8.181818181818182,-23.460334458282617
-7.979797979797979,-24.866229325018864
-7.777777777777778,-24.264792840473845
-7.575757575757576,-22.243348184140658
-7.373737373737374,-25.947772610527718
-7.171717171717171,-24.96498718017758
-6.96969696969697,-22.033665967572855
-6.767676767676768,-22.32869254369915
-6.565656565656566,-19.068475031779148
-6.363636363636363,-20.906957241951513
-6.161616161616162,-21.309455887519068
-5.959595959595959,-14.947490340944771
-5.757575757575758,-17.724279873700343
-5.555555555555555,-16.531610257290815
-5.353535353535354,-18.910102433032975
-5.151515151515151,-16.543310903595817
-4.94949494949495,-14.626639669065117
-4.747474747474747,-16.54441139726885
-4.545454545454546,-12.884967599672294
-4.343434343434343,-14.23158041014064
-4.141414141414142,-13.00762992382898
-3.9393939393939394,-13.021595042640612
-3.737373737373738,-7.507564843103339
-3.5353535353535355,-10.633055055536474
-3.333333333333333,-12.115421857911802
-3.1313131313131315,-7.748849569733016
-2.929292929292929,-11.229566087820832
-2.7272727272727275,-7.764090991808673
-2.525252525252525,-11.495097823517126
-2.3232323232323235,-9.626069067493832
-2.121212121212121,-5.969913891898116
-1.9191919191919187,-4.280642597584935
-1.717171717171718,-4.808778589135213
-1.5151515151515156,-4.776751110231028
-1.3131313131313131,-4.541601330572517
-1.1111111111111107,-6.290377314068187
-0.9090909090909101,-4.166961144062148
-0.7070707070707076,-3.0424896631316978
-0.5050505050505052,0.5990929372863159
-0.30303030303030276,-0.22185432995398546
-0.10101010101010033,-3.829110613755769
0.10101010101010033,0.951198241819891
0.30303030303030276,0.1389263482582752
0.5050505050505052,0.16130751453959813
0.7070707070707076,3.3445646988938584
0.9090909090909083,4.789271772264627
1.1111111111111107,5.19589357156573
1.3131313131313131,2.260958892948662
1.5151515151515156,3.9270297937521175
1.7171717171717162,5.814042014322276
1.9191919191919187,7.708666011820474
2.121212121212121,5.405287887945783
2.3232323232323235,6.5983790163693365
2.525252525252524,5.363087627745516
2.7272727272727266,5.789404933656838
2.929292929292929,10.412930432667183
3.1313131313131315,12.10641945108104
3.333333333333334,9.855979756839334
3.5353535353535346,12.613126401844653
3.737373737373737,11.93539326221648
3.9393939393939394,10.52794230897157
4.141414141414142,13.147033635259254
4.3434343434343425,16.106376163234966
4.545454545454545,13.564711558143731
4.747474747474747,17.371711554052254
4.94949494949495,9.608994640305362
5.1515151515151505,17.098350463295898
5.353535353535353,16.2347001970824
5.555555555555555,16.06865196573493
5.757575757575758,17.456248825798276
5.9595959595959584,13.90365004958609
6.161616161616163,18.045504709173464
6.363636363636363,19.805134233932584
6.565656565656564,22.652757786452725
6.767676767676768,19.26648986648301
6.969696969696969,19.29210370330453
7.171717171717173,20.511637427982446
7.373737373737374,23.95201635661627
7.575757575757574,23.384774946592092
7.777777777777779,22.27381292579926
7.979797979797979,24.96592880562065
8.18181818181818,24.73960964415062
8.383838383838384,27.08880513258093
8.585858585858585,24.35346956982105
8.787878787878789,25.70831207044083
8.98989898989899,26.185480663432653
9.19191919191919,24.648727679493334
9.393939393939394,28.774058735947335
9.595959595959595,29.309989332238565
9.7979797979798,29.40416630722432
10.0,29.530825733249706
